timestamp,open,high,low,close,volume
2025-05-30,105545.0,106262.9,103581.7,103938.4,63139.1706
2025-05-31,103938.4,104854.9,103032.1,104544.6,77107.3757
2025-06-01,104544.6,105792.0,103643.3,105577.0,70624.5905
2025-06-02,105577.0,105894.0,103635.5,105789.6,61603.0797
2025-06-03,105789.6,106729.0,104822.5,105330.0,65087.254
2025-06-04,105330.0,106000.9,104118.0,104642.1,85256.7442
2025-06-05,104642.1,105877.3,100321.5,101458.9,86734.5901
2025-06-06,101458.9,103746.7,101027.5,103643.0,41479.8824
2025-06-07,103643.0,105862.6,103643.0,105507.8,49771.5867
2025-06-08,105507.8,106448.9,104960.6,105676.5,72576.8595
2025-06-09,105676.5,110644.4,105265.0,110227.9,89926.5677
2025-06-10,110227.9,110364.5,105.8,110228.8,97951.4445
2025-06-11,110228.8,110331.5,108004.0,108613.4,72767.0942
2025-06-12,108613.4,108735.5,105626.0,105626.0,72243.1724
2025-06-13,105626.0,106131.0,102614.0,106027.5,69263.6225
2025-06-14,106027.5,106163.5,104245.8,105360.0,64708.1922
2025-06-15,105360.0,106095.5,104436.7,105542.2,63986.6411
2025-06-16,105542.2,108882.3,104920.8,106740.6,70898.1574
2025-06-17,106740.6,107700.0,103315.0,104508.0,79415.1943
2025-06-18,104508.0,105500.0,103447.9,104833.0,75348.8797
2025-06-19,104833.0,105184.0,103869.9,104612.8,72327.1856
2025-06-20,104612.8,106484.1,102293.0,103239.0,84752.9496
2025-06-21,103239.0,103940.0,100851.0,102080.0,62902.6362
2025-06-22,102080.0,103264.0,98138.5,100915.5,71352.1302
2025-06-23,100915.5,105997.8,99576.0,105306.0,78993.5063
2025-06-24,105306.0,106210.7,104588.0,105993.0,67182.0656
2025-06-25,105993.0,108065.4,105756.0,107280.3,72412.2889
2025-06-26,107280.3,108243.9,106569.6,106896.0,75365.3634
2025-06-27,106896.0,107686.0,106355.3,106988.6,69703.4411
2025-06-28,106988.6,107480.0,106767.0,107241.0,63049.017
2025-06-29,107241.0,108487.5,107119.0,108310.0,65357.6023
2025-06-30,108310.0,108738.7,106687.0,107104.5,68935.4153
2025-07-01,107104.5,107488.5,105211.4,105637.4,73686.889
2025-07-02,105637.4,109690.6,105052.1,108800.0,66405.8384
2025-07-03,108800.0,110473.1,108508.3,109545.1,87790.5816
2025-07-04,109545.1,109729.9,107219.8,107935.5,155515.2400910652
2025-07-05,107935.5,108328.3,107709.1,108153.6,70833.74356091874
2025-07-06,108153.6,109670.0,107748.5,109145.7,93511.67038002501
2025-07-07,109145.7,109661.5,107477.1,108208.6,89557.61607919558
2025-07-08,108208.6,109240.2,106111.1,108873.0,85116.9373687
2025-07-09,108873.0,112022.5,107894.8,111199.5,92855.51732241
2025-07-10,111199.5,117785.0,110474.5,115979.0,120359.59891804
2025-07-11,115979.0,120250.0,114915.0,117497.5,130718.08745218
2025-07-12,117497.5,120000.0,116083.7,117392.8,79891.99813486
2025-07-13,117392.8,121412.3,115353.7,119039.5,79270.97344429
2025-07-14,119039.5,124655.9,118875.5,119815.0,110680.32308596
2025-07-15,119815.0,119916.5,114699.9,117738.0,120545.91537687
2025-07-16,117738.0,120347.0,117030.0,118616.5,94495.4527647
2025-07-17,118616.5,121938.3,117331.8,119173.5,98651.48461606
2025-07-18,119173.5,122825.6,115248.0,117896.0,109996.90976735
2025-07-19,117896.0,123953.0,112933.7,117812.0,69054.7113415
2025-07-20,117812.0,119452.0,116415.3,117252.5,75089.63673244
2025-07-21,117252.5,119654.8,116456.1,117331.5,88482.91210489
2025-07-22,117331.5,120730.3,115980.8,119992.5,107498.41721784
2025-07-23,119992.5,120136.5,116000.0,118714.0,93395.86187649
2025-07-24,118714.0,120600.0,115477.5,118281.5,99883.0857775
2025-07-25,118281.5,118397.6,114107.2,117582.0,121957.28965229
2025-07-26,117582.0,118299.9,116801.4,117873.0,66113.97197558
2025-07-27,117873.0,119769.5,116782.4,119425.0,79984.25346279
2025-07-28,119425.0,119834.2,117139.8,118040.5,81250.77925242
2025-07-29,118040.5,119257.5,116927.7,117898.5,81733.99255996
2025-07-30,117898.5,119958.2,115290.0,117769.5,86791.08184823
2025-07-31,117769.5,119179.7,116000.0,118261.5,21909.33938409
